Method,Init_Method,AL_Method,Episode,run1,run2,run3,run4,run5
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,90,84.0,94.0,93.0,88.0,92.0
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,100,84.0,94.0,93.0,91.0,94.0
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,110,91.0,94.0,94.0,91.0,94.0
Easy-to-Contrast_BALD,Easy-to-Contrast,BALD,120,94.0,95.0,94.0,95.0,93.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,20,53.0,53.0,53.0,53.0,53.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,30,57.99999999999999,56.00000000000001,61.0,62.0,65.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,40,56.00000000000001,78.0,73.0,71.0,71.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,50,65.0,83.0,79.0,73.0,80.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,60,77.0,85.0,85.0,72.0,80.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,70,81.0,88.0,84.0,81.0,83.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,80,87.0,90.0,86.0,85.0,83.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,90,90.0,92.0,86.0,83.0,83.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,100,91.0,91.0,87.0,85.0,83.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,110,89.0,92.0,89.0,83.0,84.0
Easy-to-Learn_BALD,Easy-to-Learn,BALD,120,91.0,93.0,91.0,87.0,87.0
Consistency_BALD,Consistency,BALD,20,74.0,74.0,74.0,74.0,74.0
Consistency_BALD,Consistency,BALD,30,72.0,75.0,73.0,75.0,73.0
Consistency_BALD,Consistency,BALD,40,76.0,78.0,78.0,76.0,75.0
Consistency_BALD,Consistency,BALD,50,79.0,80.0,85.0,77.0,87.0
Consistency_BALD,Consistency,BALD,60,78.0,80.0,80.0,80.0,90.0
Consistency_BALD,Consistency,BALD,70,79.0,82.0,85.0,83.0,91.0
Consistency_BALD,Consistency,BALD,80,84.0,82.0,86.0,87.0,92.0
Consistency_BALD,Consistency,BALD,90,92.0,85.0,88.0,88.0,94.0
Consistency_BALD,Consistency,BALD,100,94.0,89.0,90.0,90.0,93.0
Consistency_BALD,Consistency,BALD,110,94.0,87.0,91.0,89.0,94.0
Consistency_BALD,Consistency,BALD,120,94.0,88.0,92.0,89.0,94.0
Entropy_BALD,Entropy,BALD,20,71.0,71.0,71.0,71.0,71.0
Entropy_BALD,Entropy,BALD,30,78.0,78.0,75.0,81.0,77.0
Entropy_BALD,Entropy,BALD,40,86.0,82.0,82.0,88.0,81.0
Entropy_BALD,Entropy,BALD,50,86.0,83.0,87.0,88.0,81.0
Entropy_BALD,Entropy,BALD,60,88.0,82.0,88.0,91.0,89.0
Entropy_BALD,Entropy,BALD,70,87.0,84.0,89.0,92.0,87.0
Entropy_BALD,Entropy,BALD,80,90.0,85.0,91.0,91.0,92.0
Entropy_BALD,Entropy,BALD,90,92.0,84.0,91.0,93.0,91.0
Entropy_BALD,Entropy,BALD,100,91.0,83.0,89.0,94.0,92.0
Entropy_BALD,Entropy,BALD,110,91.0,83.0,87.0,93.0,94.0
Entropy_BALD,Entropy,BALD,120,93.0,87.0,93.0,94.0,93.0
Margin_BALD,Margin,BALD,20,65.0,65.0,65.0,65.0,65.0
Margin_BALD,Margin,BALD,30,67.0,67.0,72.0,76.0,74.0
Margin_BALD,Margin,BALD,40,76.0,75.0,77.0,78.0,82.0
Margin_BALD,Margin,BALD,50,78.0,79.0,84.0,80.0,84.0
Margin_BALD,Margin,BALD,60,81.0,80.0,88.0,83.0,86.0
Margin_BALD,Margin,BALD,70,88.0,81.0,89.0,89.0,87.0
Margin_BALD,Margin,BALD,80,90.0,80.0,89.0,86.0,91.0
Margin_BALD,Margin,BALD,90,92.0,82.0,89.0,85.0,92.0
Margin_BALD,Margin,BALD,100,92.0,86.0,91.0,90.0,91.0
Margin_BALD,Margin,BALD,110,93.0,90.0,91.0,90.0,93.0
Margin_BALD,Margin,BALD,120,93.0,90.0,92.0,92.0,94.0
BALD_BALD,BALD,BALD,20,66.0,66.0,66.0,66.0,66.0
BALD_BALD,BALD,BALD,30,72.0,67.0,70.0,68.0,67.0
BALD_BALD,BALD,BALD,40,73.0,72.0,74.0,74.0,73.0
BALD_BALD,BALD,BALD,50,79.0,77.0,87.0,82.0,80.0
BALD_BALD,BALD,BALD,60,81.0,80.0,91.0,86.0,83.0
BALD_BALD,BALD,BALD,70,89.0,81.0,91.0,89.0,89.0
BALD_BALD,BALD,BALD,80,89.0,82.0,91.0,90.0,90.0
BALD_BALD,BALD,BALD,90,89.0,82.0,92.0,83.0,93.0
BALD_BALD,BALD,BALD,100,92.0,85.0,91.0,88.0,94.0
BALD_BALD,BALD,BALD,110,91.0,91.0,92.0,87.0,93.0
BALD_BALD,BALD,BALD,120,92.0,92.0,93.0,92.0,94.0
VAAL_BALD,VAAL,BALD,20,56.00000000000001,56.00000000000001,56.00000000000001,56.00000000000001,56.00000000000001
VAAL_BALD,VAAL,BALD,30,56.00000000000001,69.0,63.0,61.0,78.0
VAAL_BALD,VAAL,BALD,40,56.99999999999999,68.0,67.0,65.0,82.0
VAAL_BALD,VAAL,BALD,50,60.0,73.0,76.0,70.0,84.0
VAAL_BALD,VAAL,BALD,60,69.0,76.0,78.0,80.0,85.0
VAAL_BALD,VAAL,BALD,70,71.0,77.0,79.0,80.0,88.0
VAAL_BALD,VAAL,BALD,80,76.0,83.0,85.0,82.0,88.0
VAAL_BALD,VAAL,BALD,90,81.0,83.0,86.0,88.0,88.0
VAAL_BALD,VAAL,BALD,100,79.0,88.0,89.0,89.0,90.0
VAAL_BALD,VAAL,BALD,110,80.0,89.0,91.0,89.0,89.0
VAAL_BALD,VAAL,BALD,120,85.0,91.0,91.0,91.0,91.0
Coreset_BALD,Coreset,BALD,20,72.0,72.0,72.0,72.0,72.0
Coreset_BALD,Coreset,BALD,30,87.0,85.0,82.0,79.0,87.0
Coreset_BALD,Coreset,BALD,40,89.0,87.0,88.0,84.0,86.0
Coreset_BALD,Coreset,BALD,50,89.0,90.0,90.0,86.0,87.0
Coreset_BALD,Coreset,BALD,60,90.0,92.0,89.0,91.0,86.0
Coreset_BALD,Coreset,BALD,70,92.0,93.0,90.0,91.0,89.0
Coreset_BALD,Coreset,BALD,80,91.0,93.0,90.0,94.0,91.0
Coreset_BALD,Coreset,BALD,90,93.0,92.0,90.0,94.0,93.0
Coreset_BALD,Coreset,BALD,100,92.0,94.0,90.0,95.0,94.0
Coreset_BALD,Coreset,BALD,110,93.0,93.0,92.0,95.0,94.0
Coreset_BALD,Coreset,BALD,120,94.0,93.0,92.0,95.0,96.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,20,89.0,89.0,89.0,89.0,89.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,30,89.0,90.0,86.0,88.0,86.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,40,90.0,91.0,89.0,90.0,92.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,50,92.0,92.0,91.0,92.0,92.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,60,92.0,92.0,92.0,93.0,94.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,70,93.0,93.0,94.0,94.0,93.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,80,93.0,94.0,0.0,0.0,0.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,90,94.0,94.0,0.0,0.0,0.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,100,92.0,94.0,0.0,0.0,0.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,110,94.0,94.0,0.0,0.0,0.0
Hard-to-Contrast_Coreset,Hard-to-Contrast,Coreset,120,93.0,95.0,0.0,0.0,0.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,20,74.0,74.0,74.0,74.0,74.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,30,84.0,81.0,80.0,83.0,87.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,40,90.0,84.0,83.0,84.0,90.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,50,91.0,89.0,89.0,87.0,90.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,60,94.0,92.0,91.0,86.0,91.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,70,94.0,93.0,93.0,86.0,90.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,80,94.0,94.0,93.0,90.0,91.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,90,94.0,94.0,93.0,95.0,92.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,100,95.0,95.0,94.0,95.0,93.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,110,95.0,96.0,95.0,95.0,95.0
Easy-to-Contrast_Coreset,Easy-to-Contrast,Coreset,120,95.0,96.0,95.0,96.0,95.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,20,53.0,53.0,53.0,53.0,53.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,30,68.0,76.0,75.0,64.0,66.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,40,77.0,78.0,77.0,76.0,71.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,50,86.0,82.0,74.0,86.0,84.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,60,91.0,86.0,81.0,90.0,88.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,70,92.0,87.0,87.0,92.0,88.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,80,92.0,0.0,0.0,0.0,86.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,90,92.0,0.0,0.0,0.0,88.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,100,92.0,0.0,0.0,0.0,87.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,110,92.0,0.0,0.0,0.0,89.0
Easy-to-Learn_Coreset,Easy-to-Learn,Coreset,120,92.0,0.0,0.0,0.0,91.0
Consistency_Coreset,Consistency,Coreset,20,74.0,74.0,74.0,74.0,74.0
Consistency_Coreset,Consistency,Coreset,30,74.0,75.0,75.0,75.0,74.0
Consistency_Coreset,Consistency,Coreset,40,87.0,75.0,89.0,74.0,91.0
Consistency_Coreset,Consistency,Coreset,50,89.0,74.0,90.0,89.0,91.0
Consistency_Coreset,Consistency,Coreset,60,91.0,82.0,92.0,90.0,91.0
Consistency_Coreset,Consistency,Coreset,70,91.0,81.0,93.0,91.0,92.0
Consistency_Coreset,Consistency,Coreset,80,93.0,92.0,94.0,90.0,92.0
Consistency_Coreset,Consistency,Coreset,90,92.0,92.0,95.0,91.0,94.0
Consistency_Coreset,Consistency,Coreset,100,94.0,90.0,92.0,92.0,94.0
Consistency_Coreset,Consistency,Coreset,110,94.0,93.0,93.0,93.0,94.0
Consistency_Coreset,Consistency,Coreset,120,95.0,93.0,94.0,93.0,95.0
Entropy_Coreset,Entropy,Coreset,20,71.0,71.0,71.0,71.0,71.0
Entropy_Coreset,Entropy,Coreset,30,78.0,66.0,72.0,73.0,70.0
Entropy_Coreset,Entropy,Coreset,40,81.0,79.0,81.0,82.0,77.0
Entropy_Coreset,Entropy,Coreset,50,86.0,80.0,90.0,80.0,85.0
Entropy_Coreset,Entropy,Coreset,60,87.0,86.0,90.0,93.0,88.0
Entropy_Coreset,Entropy,Coreset,70,85.0,87.0,91.0,93.0,90.0
Entropy_Coreset,Entropy,Coreset,80,0.0,89.0,92.0,0.0,0.0
Entropy_Coreset,Entropy,Coreset,90,0.0,90.0,93.0,0.0,0.0
Entropy_Coreset,Entropy,Coreset,100,0.0,92.0,94.0,0.0,0.0
Entropy_Coreset,Entropy,Coreset,110,0.0,93.0,94.0,0.0,0.0
Entropy_Coreset,Entropy,Coreset,120,0.0,94.0,93.0,0.0,0.0
Margin_Coreset,Margin,Coreset,20,65.0,65.0,65.0,65.0,65.0
Margin_Coreset,Margin,Coreset,30,72.0,72.0,77.0,74.0,72.0
Margin_Coreset,Margin,Coreset,40,80.0,79.0,85.0,90.0,79.0
Margin_Coreset,Margin,Coreset,50,78.0,80.0,89.0,87.0,77.0
Margin_Coreset,Margin,Coreset,60,90.0,90.0,88.0,88.0,89.0
Margin_Coreset,Margin,Coreset,70,92.0,93.0,91.0,90.0,92.0
Margin_Coreset,Margin,Coreset,80,93.0,93.0,91.0,91.0,92.0
Margin_Coreset,Margin,Coreset,90,94.0,93.0,93.0,93.0,94.0
Margin_Coreset,Margin,Coreset,100,95.0,93.0,92.0,93.0,95.0
Margin_Coreset,Margin,Coreset,110,95.0,94.0,93.0,94.0,94.0
Margin_Coreset,Margin,Coreset,120,94.0,95.0,93.0,95.0,95.0
BALD_Coreset,BALD,Coreset,20,66.0,66.0,66.0,66.0,66.0
BALD_Coreset,BALD,Coreset,30,66.0,70.0,64.0,71.0,63.0
BALD_Coreset,BALD,Coreset,40,70.0,85.0,75.0,80.0,68.0
BALD_Coreset,BALD,Coreset,50,72.0,86.0,84.0,86.0,87.0
BALD_Coreset,BALD,Coreset,60,86.0,89.0,87.0,88.0,88.0
BALD_Coreset,BALD,Coreset,70,89.0,92.0,90.0,90.0,88.0
BALD_Coreset,BALD,Coreset,80,90.0,0.0,91.0,0.0,0.0
BALD_Coreset,BALD,Coreset,90,92.0,0.0,93.0,0.0,0.0
BALD_Coreset,BALD,Coreset,100,93.0,0.0,93.0,0.0,0.0
BALD_Coreset,BALD,Coreset,110,94.0,0.0,93.0,0.0,0.0
BALD_Coreset,BALD,Coreset,120,94.0,0.0,95.0,0.0,0.0
VAAL_Coreset,VAAL,Coreset,20,56.00000000000001,56.00000000000001,56.00000000000001,56.00000000000001,56.00000000000001
VAAL_Coreset,VAAL,Coreset,30,77.0,75.0,59.0,74.0,63.0
VAAL_Coreset,VAAL,Coreset,40,83.0,75.0,68.0,73.0,76.0
VAAL_Coreset,VAAL,Coreset,50,78.0,72.0,77.0,80.0,86.0
VAAL_Coreset,VAAL,Coreset,60,87.0,79.0,81.0,84.0,80.0
VAAL_Coreset,VAAL,Coreset,70,90.0,86.0,83.0,89.0,86.0
VAAL_Coreset,VAAL,Coreset,80,92.0,87.0,86.0,90.0,86.0
VAAL_Coreset,VAAL,Coreset,90,92.0,89.0,90.0,91.0,87.0
VAAL_Coreset,VAAL,Coreset,100,92.0,90.0,89.0,93.0,90.0
VAAL_Coreset,VAAL,Coreset,110,93.0,90.0,89.0,93.0,91.0
VAAL_Coreset,VAAL,Coreset,120,93.0,90.0,90.0,94.0,93.0
Coreset_Coreset,Coreset,Coreset,20,72.0,72.0,72.0,72.0,72.0
Coreset_Coreset,Coreset,Coreset,30,84.0,87.0,85.0,83.0,86.0
Coreset_Coreset,Coreset,Coreset,40,89.0,88.0,90.0,87.0,91.0
Coreset_Coreset,Coreset,Coreset,50,89.0,90.0,91.0,90.0,92.0
Coreset_Coreset,Coreset,Coreset,60,91.0,92.0,93.0,93.0,93.0
Coreset_Coreset,Coreset,Coreset,70,93.0,92.0,94.0,93.0,94.0
Coreset_Coreset,Coreset,Coreset,80,95.0,94.0,95.0,94.0,95.0
Coreset_Coreset,Coreset,Coreset,90,94.0,94.0,94.0,95.0,94.0
Coreset_Coreset,Coreset,Coreset,100,95.0,94.0,95.0,95.0,95.0
Coreset_Coreset,Coreset,Coreset,110,96.0,94.0,95.0,95.0,94.0
Coreset_Coreset,Coreset,Coreset,120,96.0,95.0,95.0,95.0,96.0
